duration,startHour,day,year,semester,expectedSemester,subject,professor,expectedDemand,room,classDescription
2,8,SEG,2022,1,1,Org de Comp,João,,,
2,8,SEG,2022,1,5,Linguagens Formais,,,,
2,8,TER,2022,1,1,Calculo I,Oscar,,,
2,8,TER,2022,1,5,Proc Estocáticos,Guillermo,,,
2,8,QUA,2022,1,1,Introdução à CC,Rivera,,,
2,8,QUA,2022,1,3,Calculo III,Rigoberto,,,
2,8,QUA,2022,1,7,Eng Apoiada Comp,L Maur,,,
2,8,QUI,2022,1,1,Calculo I,Oscar,,,
2,8,QUI,2022,1,5,Proc Estocáticos,Guillermo,,,
2,8,SEX,2022,1,1,Calculo I,Oscar,,,
2,8,SEX,2022,1,2,Inglês Instrumental II,,,,
2,8,SEX,2022,1,5,Linguagens Formais,,,,
2,10,SEG,2022,1,1,Lógica Mat,Tang,,AuditP5,
2,10,SEG,2022,1,4,Cálc Núm,Elba,,Apitão,
2,10,SEG,2022,1,5,Redes de Comp,João,,,
2,10,TER,2022,1,2,Calculo II,Paulo D,,Apitão,
2,10,TER,2022,1,4,Probabilidades,Gudelia,,,
2,10,TER,2022,1,7,Interface Hom Maq,Rivera,,,
2,10,TER,2022,1,7,Eng Apoiada Comp,L Maur,,,
2,10,QUA,2022,1,1,Lógica Mat,Tang,,Audit P5,
2,10,QUA,2022,1,2,Estruturas Discret,Oscar,,,
2,10,QUA,2022,1,4,Cálc Núm,Elba,,Apitão,
2,10,QUA,2022,1,6,Comput Gráfica,Rivera,,,
2,10,QUI,2022,1,2,Calculo II,Paulo D ,,,
2,10,QUI,2022,1,5,Redes de Comp,João,,,
2,10,QUI,2022,1,7,Interface Hom Maq,Rivera,,,
2,10,SEX,2022,1,1,Org de Comp,João,,,
2,10,SEX,2022,1,2,Inglês Instrumental II,,,,
2,10,SEX,2022,1,4,Probabilidades,Gudelia,,,
2,14,SEG,2022,1,2,Estruturas Discret,Oscar,,,
2,14,SEG,2022,1,3,Método Mat,Beggio,,Apitão,
2,14,SEG,2022,1,5,Engenharia de Software,,,,
2,14,SEG,2022,1,6,Comput Gráfica,Rivera,,,
2,14,TER,2022,1,1,Geo Analit,Nelson,,Audit P5,
2,14,TER,2022,1,2,Algebra Linear,Elba,,Apitão,
2,14,TER,2022,1,4,Análi Proj Sist,Ausberto,,,
2,14,QUA,2022,1,2,Lógica Digital,Sânya,,,
2,14,QUA,2022,1,3,Método Mat,Beggio,,Apitão,
2,14,QUA,2022,1,5,Engenharia de Software,,,,
2,14,QUA,2022,1,8,Empreendedorismo,Edson,,,
2,14,QUI,2022,1,1,Geometria Analít,Nelson,,,
2,14,QUI,2022,1,2,Algebra Linear,Elba,,,
2,14,QUI,2022,1,4,Análi Proj Sist,Ausberto,,,
2,14,SEX,2022,1,1,Inglês Instrumental I,,,,
2,14,SEX,2022,1,2,Lógica Digital,Sânya,,,
2,14,SEX,2022,1,3,Calculo III,Rigoberto,,,
2,14,SEX,2022,1,10,Estágio Sup,Tang,,,
2,16,SEG,2022,1,2,Fisica Geral I,,,,
2,16,SEG,2022,1,3,Estruturas Dados I,Tang,,,
2,16,SEG,2022,1,6,Banco de Dados II,Annabell,,,
2,16,TER,2022,1,1,Prog I,Annabell,,Audit P5,
2,16,TER,2022,1,6,Paradigma OO,Ausberto,,,
2,16,TER,2022,1,7,Metodologia,Molina,,,
2,16,QUA,2022,1,2,Fisica Geral I,,,,
2,16,QUA,2022,1,3,Estruturas Dados I,Tang,,,
2,16,QUA,2022,1,5,Banco de Dados I,Sânya,,,
2,16,QUI,2022,1,1,Programação I,Annabell,,,
2,16,QUI,2022,1,6,Paradigma OO,Ausberto,,,
2,16,QUI,2022,1,7,Metodologia,Molina,,,
2,16,SEX,2022,1,1,Inglês Instrumental I,,,,
2,16,SEX,2022,1,5,Banco de Dados I,Sânya,,,
2,16,SEX,2022,1,10,Monografia,Tang,,,
2,18,SEG,2022,1,6,Banco de Dados II,Annabell,,,
2,18,TER,2022,1,3,Fisica Geral II,,,,
2,18,QUA,2022,1,3,Arquitetura,Átila,,,
2,18,QUI,2022,1,3,Fisica Geral II,,,,
2,18,SEX,2022,1,3,Arquitetura,Átila,,,
2,8,SEG,2020,1,5,Computação e Sociedade,,,,
2,8,SEG,2020,1,9,Heurísticas e Complexidade,Tang,,B2 P5,
2,8,TER,2020,1,1,Calculo I,Oscar,,207CCT,C
2,8,TER,2020,1,3,Calculo III,Rigoberto,,206CCT,
2,8,TER,2020,1,5,P Estocas,L Guill,,104CCT,
2,8,TER,2020,1,9,Proc Imagens,Riv,,105CCT,
2,8,QUA,2020,1,1,Int Ciênc Comp,Riv,,infcct,
2,8,QUA,2020,1,9,Heurísticas e Complexidade,Tang,,B2 P5,
2,8,QUI,2020,1,1,Calculo I,Oscar,,207CCT,C
2,8,QUI,2020,1,3,Calculo III,Rigoberto,,206CCT,
2,8,QUI,2020,1,5,P Estocas,L Guill,,104CCT,
2,8,QUI,2020,1,9,Proc Imagens,Riv,,105CCT,
2,8,SEX,2020,1,1,Calculo I,Oscar,,207CCT,C
2,10,SEG,2020,1,3,Fisica 2,,,,
2,10,SEG,2020,1,4,Estat e Prob,Oscar,,105CCT,
2,10,SEG,2020,1,5,Banco Dados 1,Luiz M,,108CCT,
2,10,SEG,2020,1,7,Int Homem Máq,Riv,,B1 P5,
2,10,TER,2020,1,3,Paradigmas,Ausb,,B1 P5,
2,10,TER,2020,1,10,Estágio Sup,Tang,,p5 119,
2,10,QUA,2020,1,3,Fisica 2,,,,
2,10,QUA,2020,1,4,Estat e Prob,Oscar,,105CCT,
2,10,QUA,2020,1,7,Int Homem Máq,Riv,,B1 P5,
2,10,QUI,2020,1,3,Paradigmas,Ausb,,B1 P5,
2,10,QUI,2020,1,5,Banco Dados 1,Luiz M,,108CCT,
2,10,QUI,2020,1,10,Monografia,Tang,,116 P5,
2,10,SEX,2020,1,9,Projeto Monog,Riv,,116 P5,
2,14,SEG,2020,1,1,Programação 1,Annab,,BCCT,
2,14,SEG,2020,1,3,Métodos Mat,P Dias,,106CCT,
2,14,SEG,2020,1,5,Redes de Comp,,,B1 P5,
2,14,SEG,2020,1,7,Test de Soft,,,B2,
2,14,TER,2020,1,1,Geom Analít,Elba,,109BCCT ,
2,14,TER,2020,1,3,Arquitet Comp,,,B2,
2,14,TER,2020,1,5,Eng Software,Ausb,,B1 P5 ,
2,14,TER,2020,1,8,Empreend,Edson,,220 E1,
2,14,QUA,2020,1,1,Programação 1,Annab,,BCCT,
2,14,QUA,2020,1,3,Métodos Mat,P Dias,,106CCT,
2,14,QUA,2020,1,5,Redes de Comp,,,B1 P5,
2,14,QUA,2020,1,7,Test de Soft,,,B2 P5,
2,14,QUI,2020,1,1,Geom Analít,Elba,,109BCCT,
2,14,QUI,2020,1,3,Arquitet Comp,,,B2,
2,14,QUI,2020,1,5,Eng Software,Ausb,,B1 P5,
2,14,SEX,2020,1,1,Inglês I,Carlos,,113 E1 ,
2,14,SEX,2020,1,2,Inglês II,,,,
2,16,SEG,2020,1,1,Lógica Mat,Tang,,108CCT ,
2,16,SEG,2020,1,3,Lab Física geral 2,,,,A
2,16,SEG,2020,1,5,Ling Formais,Annab,,208CCT ,
2,16,SEG,2020,1,7,Sists Distrib,,,B1 P5,
2,16,TER,2020,1,1,Org Comp,Annab,,109A CCT ,
2,16,TER,2020,1,3,Estr Dados 1,Tang,,112 P5,
2,16,TER,2020,1,7,Met Trab C,Molina,,206 CCT,
2,16,QUA,2020,1,1,Lógica Mat,Tang,,108CCT ,
2,16,QUA,2020,1,3,Lab Física geral 2,,,,D
2,16,QUA,2020,1,5,Ling Formais,Annab,,208CCT ,
2,16,QUA,2020,1,7,Sists Distrib,,,B1 P5,
2,16,QUI,2020,1,1,Org Comp,Annab,,109A CCT,
2,16,QUI,2020,1,3,Estr Dados 1,Tang,,111 P5,
2,16,QUI,2020,1,7,Met Trab C,Molina,,206CCT,
2,16,SEX,2020,1,1,Inglês I,Carlos,,113 E1,
2,16,SEX,2020,1,2,Inglês II,,,,
2,18,SEG,2020,1,3,Lab Física geral 2,,,,B
2,18,TER,2020,1,3,Lab Física geral 2,,,,C
2,18,QUA,2020,1,3,Lab Física geral 2,,,,E
2,8,SEG,2019,2,2,Est Discretas,Oscar,,CCT 108,
2,8,SEG,2019,2,6,Banco de dados 2,LM,,Binf2,
2,8,TER,2019,2,2,Calculo Dif e Int 2,,,,Eng e Comp
2,8,TER,2019,2,4,Sis Operacional,João,,BInf2,
2,8,TER,2019,2,6,Int Comp Grafica,Riv,,BInf1,
2,8,QUA,2019,2,2,Est Discretas,Oscar,,CCT,
2,8,QUI,2019,2,2,Calculo Dif e Int 2,,,,Eng e Comp
2,8,QUI,2019,2,4,Sis Operacional,João,,BInf2,
2,8,QUI,2019,2,6,Int Comp Grafica,,,,
2,8,SEX,2019,2,2,Programaçao 2,LM,,infCCT,
2,8,SEX,2019,2,10,Monografia,Tang,,116p5,
2,10,SEG,2019,2,2,Lab Fisica geral I,,,,*
2,10,SEG,2019,2,3,Fisica Geral II,,,,FF*
2,10,SEG,2019,2,6,Banco de dados 2,LM,,BInf2,
2,10,SEG,2019,2,8,Ger de Redes,Alvaro,,Binf1,
2,10,TER,2019,2,4,Calculo III,Oscar,,,
2,10,TER,2019,2,6,Compiladores,João,,BInf2,
2,10,TER,2019,2,8,Ger de Redes,Alvaro,,Binf1,
2,10,QUA,2019,2,3,Fisica Geral II,,,,
2,10,QUI,2019,2,2,Calculo Dif e Int 2,,,,Eng e Comp
2,10,QUI,2019,2,4,Calculo III,Oscar,,,
2,10,SEX,2019,2,2,Programação 2,LM,,infCCT,
2,10,SEX,2019,2,9,Proj de Monografia,Riv,,BInf1,
2,10,SEX,2019,2,10,Estagio S,Ausb,,116p5,
2,11,QUI,2019,2,6,Compiladores,João,,BInf2,
2,14,SEG,2019,2,2,Lógica Digital,Átila,,CCT 206,
2,14,SEG,2019,2,4,Cálc Numérico,,,,Eng e Comp
2,14,SEG,2019,2,6,lntelig Artificial,Anna,,BInf1,
2,14,TER,2019,2,2,Álgeb Linear,Elba,,,
2,14,TER,2019,2,4,Estr de Dados 2,Tang,,BInf2,
2,14,TER,2019,2,6,Parad OO Des Soft,Aus,,BInf1,
2,14,QUA,2019,2,2,Lógica Digital,Átila,,CCT 206,
2,14,QUA,2019,2,4,Cálc Numérico,,,,Eng e Comp
2,14,QUA,2019,2,6,Intelig Artificial,Anna,,BInf1,
2,14,QUI,2019,2,2,Álgeb Linear,Elba,,,
2,14,QUI,2019,2,4,Estr de Dados 2,Tang,,BInf2,
2,14,QUI,2019,2,6,Parad OO Des Soft,Aus,,BInf1,
2,14,SEX,2019,2,8,Sistemas Intel,Anna,,BInf2,
2,16,SEG,2019,2,2,Programação 2,Riv,,infCCT,
2,16,SEG,2019,2,4,Prog Orient Objs,Anna,,BInf1,
2,16,SEG,2019,2,8,Top Microcontr,Átila,,BInf2,
2,16,TER,2019,2,2,Fisica Geral 1,,,,*
2,16,TER,2019,2,4,Análise Projeto,aus,,BInf1,
2,16,TER,2019,2,6,Pesq Operac,Tang,,CCT107,
2,16,QUA,2019,2,2,Programação 2,Riv,,infCCT,
2,16,QUA,2019,2,4,Prog Orient Objs,Anna,,BInf1,
2,16,QUA,2019,2,8,Top Microcontr,Átila,,BInf2,
2,16,QUI,2019,2,2,Fisica Geral 1,,,,*
2,16,QUI,2019,2,4,Análise e Projeto,aus,,BInf1,
2,16,QUI,2019,2,6,Pesq Operac,Tang,,CCT107,
2,18,SEG,2019,2,4,Prob e Estatistica,,,,mat*
2,18,QUA,2019,2,4,Prob e Estatística,,,,
2,8,SEG,2019,1,1,Calculo I,Mylane,,106 ,
2,8,SEG,2019,1,2,Calculo II,Oscar,,107 ,
2,8,SEG,2019,1,5,Computação e Sociedade,,,,
2,8,TER,2019,1,1,Int Ciênc Comp,Riv,,InfCCT,
2,8,TER,2019,1,3,Calculo III,,,206 207,
2,8,TER,2019,1,5,Proc Estocást,L Guill,,,
2,8,QUA,2019,1,1,Calculo I,Mylane,,106,
2,8,QUA,2019,1,2,Calculo II,Oscar,,107,
2,8,QUI,2019,1,1,Organiz Comp,Luiz M,,B2,
2,8,QUI,2019,1,3,Calculo III,,,206 207,
2,8,QUI,2019,1,5,Proc Estocást,L Guill,,205 E1,
2,10,SEG,2019,1,1,Calculo I,Mylane,,106,
2,10,SEG,2019,1,3,Fisica Ge 2,,,,
2,10,SEG,2019,1,5,Banco Dados I,,,,
2,10,TER,2019,1,3,Paradig Ling Prog,Ausb,,B1,
2,10,TER,2019,1,9,Proc de Imagens,Riv,,B2,
2,10,QUA,2019,1,1,Calculo I,Mylane,,106 ,
2,10,QUA,2019,1,3,Fisica Geral 2,,,,
2,10,QUI,2019,1,3,Paradig Ling Prog,Ausb,,,
2,10,QUI,2019,1,5,Banco Dados 1,Luiz M,,B1,
2,10,QUI,2019,1,9,Proc de Imagens,Riv,,B2,
2,10,SEX,2019,1,9,Projeto de Monog,Riv,,B1,
2,10,SEX,2019,1,10,Estágio Sup,Ausb,,p5 119,
2,12,TER,2019,1,1,Ingles Instrumental I,,,,
2,12,QUI,2019,1,1,Ingles Instrumental I,,,,
2,14,SEG,2019,1,1,Programação 1,Annab,,B2,
2,14,SEG,2019,1,3,Métodos Mat,,,106 e 107,
2,14,SEG,2019,1,5,Redes de Comp,Antônio,,B1,
2,14,SEG,2019,1,7,Test de Soft,Leonard,,InfCCT,
2,14,TER,2019,1,1,Geom Analít,Elba,,109 B,
2,14,TER,2019,1,3,Arquitet Comp,Osniel,,B1,
2,14,TER,2019,1,7,Interação Hom Maq,Riv,,B2,
2,14,QUA,2019,1,1,Programação 1,Annab,,B2,
2,14,QUA,2019,1,3,Métodos Mat,,,106 107,
2,14,QUA,2019,1,5,Redes de Comp,Antônio,,B1,
2,14,QUI,2019,1,1,Geom Analít,Elba,,109 B,
2,14,QUI,2019,1,3,Arquitet Comp,Osniel,,B1,
2,14,QUI,2019,1,7,Interação Hom Maq,Riv,,B2,
2,14,SEX,2019,1,7,Test de Soft,Leonard,,InfCCT,
2,14,SEX,2019,1,9,Top Programação,,,B1,
2,14,SEX,2019,1,10,Monografia,Tang,,p5 119,
2,16,SEG,2019,1,1,Lógica Mat,Tang,,206,
2,16,SEG,2019,1,3,Lab Física geral 2,,,,A
2,16,SEG,2019,1,5,Lings Formais,Annab,,208 ,
2,16,SEG,2019,1,7,Sists Distrib,Antônio,,B1,
2,16,TER,2019,1,3,Estrutura Dados 1,Tang,,Sal ,
2,16,TER,2019,1,5,Engenharia de Soft,Ausb,,B1 ,
2,16,TER,2019,1,7,Metod Trab Cientif,,,cct,
2,16,QUA,2019,1,1,Lógica Mat,Tang,,206,
2,16,QUA,2019,1,3,Lab Física geral 2,,,,D
2,16,QUA,2019,1,5,Lings Formais,Annab,,208,
2,16,QUA,2019,1,7,Sists Distrib,Antônio,,B1,
2,16,QUI,2019,1,1,Organiz Comp,Luiz M,,,
2,16,QUI,2019,1,3,Estrutura Dados 1,Tang,,,
2,16,QUI,2019,1,5,Eng de Soft,Ausb,,B1,
2,16,QUI,2019,1,7,Metod Trab Cientif,,,cct,
2,16,SEX,2019,1,9,Top Programação,,,B1,
2,18,SEG,2019,1,3,Lab Física geral 2,,,,B
2,18,TER,2019,1,3,Lab Física geral 2,,,,C
2,18,QUA,2019,1,3,Lab Física geral 2,,,,E
